file number,Thickness,Bias (top) Voltage,Sample (bottom) Voltage,Current,Resistance,Resistivity
5298,0.11,35.222,8.39,0.0000035222,2382.033956,0.000002495464144
5299,0.111,35.501,8.3,0.0000035501,2337.962311,0.000002471560157
5300,0.112,35.767,8.25,0.0000035767,2306.595465,0.000002460368496
5301,0.113,36.023,8.18,0.0000036023,2270.771452,0.00000244378261
5302,0.114,36.27,8.13,0.000003627,2241.521919,0.000002433652369
5303,0.115,36.516,8.03,0.0000036516,2199.036039,0.000002408468043
5304,0.116,36.749,7.99,0.0000036749,2174.208822,0.00000240198308
5305,0.117,37.031,7.88,0.0000037031,2127.946855,0.000002371140782
5306,0.118,37.249,7.84,0.0000037249,2104.75449,0.000002365343141
5307,0.119,37.461,7.78,0.0000037461,2076.826566,0.000002353736775
5308,0.12,37.671,7.73,0.0000037671,2051.976321,0.000002345115796
5309,0.121,37.869,7.65,0.0000037869,2020.122,0.000002327950114
5310,0.122,38.061,7.61,0.0000038061,1999.421981,0.00000232313792
5311,0.123,38.248,7.53,0.0000038248,1968.730391,0.00000230622703
5312,0.124,38.477,7.48,0.0000038477,1944.018505,0.000002295793282
5313,0.125,38.651,7.42,0.0000038651,1919.743344,0.000002285408743
5314,0.126,38.836,7.39,0.0000038836,1902.873622,0.000002283448347
5315,0.127,38.96,7.34,0.000003896,1883.983573,0.000002278722988
5316,0.128,39.159,7.28,0.0000039159,1859.087311,0.00000226631596
5317,0.129,39.313,7.23,0.0000039313,1839.086307,0.000002259448892
5318,0.13,39.462,7.18,0.0000039462,1819.471897,0.000002252679492
5319,0.131,39.604,7.14,0.0000039604,1802.848197,0.000002249267751
5320,0.131,39.709,7.08,0.0000039709,1782.971115,0.000002224468724
5321,0.132,39.844,7.05,0.0000039844,1769.400663,0.000002224389404
5322,0.133,39.942,7.02,0.0000039942,1757.548445,0.000002226228031
5323,0.134,40.069,6.99,0.0000040069,1744.490753,0.000002226302485
5324,0.135,40.224,6.93,0.0000040224,1722.852029,0.000002215095465
5325,0.136,40.345,6.87,0.0000040345,1702.813236,0.000002205548572
5326,0.137,40.467,6.84,0.0000040467,1690.266143,0.000002205394872
5327,0.138,40.618,6.78,0.0000040618,1669.210695,0.00000219381977
5328,0.139,40.766,6.73,0.0000040766,1650.885542,0.000002185458003
5329,0.14,40.884,6.7,0.0000040884,1638.782898,0.000002185043864
5330,0.141,40.999,6.66,0.0000040999,1624.429864,0.000002181377246
5331,0.142,41.11,6.62,0.000004111,1610.313792,0.0000021777577
5332,0.143,41.22,6.57,0.000004122,1593.886463,0.000002170721564
5333,0.144,41.356,6.53,0.0000041356,1578.972821,0.000002165448441
5334,0.145,41.462,6.48,0.0000041462,1562.876851,0.000002158258509
5335,0.146,41.568,6.45,0.0000041568,1551.674365,0.00000215756626
5336,0.147,41.663,6.41,0.0000041663,1538.535391,0.000002153949548
5337,0.148,41.78,6.36,0.000004178,1522.259454,0.000002145660945
5338,0.149,41.9,6.33,0.00000419,1510.739857,0.000002143811797
